Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,D8,D9,TD,C1
VA 2038,No.2 Air conditioning data CP1 Operation,1:run,0:stop,,Status Data,,,,,,,,,
VA 2039,No.2 Air conditioning data CP2 Operation,1:run,0:stop,,Status Data,,,,,,,,,
VA 2040,No.2 Air conditioning data CP3 Operation,1:run,0:stop,,Status Data,,,,,,,,,
VA 2041,No.2 Air conditioning data CP4 Operation,1:run,0:stop,,Status Data,,,,,,,,,
VA 2042,No.2 Air conditioning data HT,1:run,0:stop,,Status Data,,,,,,,,,
VA 2043,No.2 Air conditioning data FA,1: open,0:close,,Status Data,,,,,,,,,
VA 2044,No.2 Air conditioning data RA,1:open,0:close,,Status Data,,,,,,,,,
VA 2045,No.2 Air conditioning data EM,1:open,0:close,,Status Data,,,,,,,,,
VA 2046,No.2 Air conditioning data FD,1:alarm,0:normal,,Status Data,,,,,,,,,
VA 2055,FA damper fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2056,RA damper fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2057,EM damper fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2058,XA1 damper fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2059,XA2 damper fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2063,CPA1 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2064,CPL1 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2065,CPH1 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2066,CPG1 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2067,CPA2 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2068,CPL2 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2069,CPH2 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2070,CPG2 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2071,CPA3 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2072,CPL3 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2073,CPH3 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2074,CPG3 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2075,CPA4 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2076,CPL4 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2077,CPH4 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2078,CPG4 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2079,EF1 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2080,EF2 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2081,CF1 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2082,CF2 fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2083,FA sensor fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2084,RA sensor fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2085,HD sensor fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2086,SA1 sensor fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2087,SA2 sensor fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2088,EIF fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2089,OVLV,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2090,HT fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2091,FD fault,1:fault,0:not fault,,Status Data,,,,,,,,,
VA 2092,FD sensor dirty,1:dirty,0:not dirty,,Status Data,,,,,,,,,
VA 2112,Target temperature,0.0-51.0deg  0.2deg/bit,,,Status Data,,,,,,,,,
VA 2113,Room temperature,0.0-51.0deg  0.2deg/bit,,,Status Data,,,,,,,,,
VA 2114,Humidity,0-100%  2%/bit,,,Status Data,,,,,,,,,
MC 100,MC transmission fault,1:fault,0:not fault,,Status Data,,,,,,,,,
MC 101,Information Valid,1:Valid,0:Invalid,,Status Data,,,,,,,,,
MC 102,MC Active,1:Active,0:Inactive,,Status Data,,,,,,,,,
MC 103,Receiving Real Time Message,1:Receiving,0:No receiving,,Status Data,,,,,,,,,
MC 104,MC Broken,1:Broken,0:Normal,,Status Data,,,,,,,,,
MC 105,MC Operation Mode,Binary,Binary,,Status Data,,,,,,,,,
MC 106,Current Display Content Status,Binary,Binary,,Status Data,,,,,,,,,
MC 107,Emergency Code/Special Code Feedback,Binary,Binary,,Status Data,,,,,,,,,
MC 115,MC Communication Data Active,1:Active,0:Inactive,,Status Data,,,,,,,,,
MC 116,MC Communication Data,,,,Status Data,,,,,,,,,
MC 117,Request Data Transmission to Other MC,1:Request,0: No request,,Status Data,,,,,,,,,
MC 118,Block Number of Data Transmission to Other MC,,,,Status Data,,,,,,,,,
MC 900,Both MC transmission fault,1:Both MC fault,0:others,,Internal Software Data,,,,,,,,,
MC 901,Both MC not active,1:Both MC fault,0:others,,Internal Software Data,,,,,,,,,
COM 100,TR Transmission fault,0:Normal,other:Fault,,,,,,,,,,,
COM 101,TR Radio service area,1:Out,0:Normal,,Status Data,,,,,,,,,
COM 102,Car-to-car Connection,1:Disconnected,0:Normal,,Status Data,,,,,,,,,
COM 103,Radio Transceiver and Control Head,1:Fault,0:Normal,,Status Data,,,,,,,,,
COM 104,TR Active,1:Active,0:Inactive,,Internal Software Data,,,,,,,,,
COM 105,Both TR transmission fault,1:Both TR transimission fault,0:Normal,,Internal Software Data,,,,,,,,,
COM 106,Media Controller Connection,1:Disconnected,0:Connected,,Status Data,,,,,,,,,
COM 200,DVAU transmission fault,,,,,,,,,,,,,
COM 201,DVAU Passenger Alarm status Car1-Tel-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 202,DVAU Passenger Alarm status Car1-Tel-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 203,DVAU Passenger Alarm status Car1-Tel-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 204,DVAU Passenger Alarm status Car1-Tel-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 205,DVAU Passenger Alarm status Car1-Tel-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 206,DVAU Passenger Alarm status Car2-Mp1-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 207,DVAU Passenger Alarm status Car2-Mp1-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 208,DVAU Passenger Alarm status Car2-Mp1-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 209,DVAU Passenger Alarm status Car2-Mp1-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 210,DVAU Passenger Alarm status Car2-Mp1-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 211,DVAU Passenger Alarm status Car3-Mw1-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 212,DVAU Passenger Alarm status Car3-Mw1-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 213,DVAU Passenger Alarm status Car3-Mw1-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 214,DVAU Passenger Alarm status Car3-Mw1-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 215,DVAU Passenger Alarm status Car3-Mw1-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 216,DVAU Passenger Alarm status Car4-HMp-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 217,DVAU Passenger Alarm status Car4-HMp-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 218,DVAU Passenger Alarm status Car4-HMp-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 219,DVAU Passenger Alarm status Car4-HMp-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 220,DVAU Passenger Alarm status Car4-HMp-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 221,DVAU Passenger Alarm status Car5-HT-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 222,DVAU Passenger Alarm status Car5-HT-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 223,DVAU Passenger Alarm status Car5-HT-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 224,DVAU Passenger Alarm status Car5-HT-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 225,DVAU Passenger Alarm status Car5-HT-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 226,DVAU Passenger Alarm status Car6-Mw2-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 227,DVAU Passenger Alarm status Car6-Mw2-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 228,DVAU Passenger Alarm status Car6-Mw2-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 229,DVAU Passenger Alarm status Car6-Mw2-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 230,DVAU Passenger Alarm status Car6-Mw2-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 231,DVAU Passenger Alarm status Car7-Mw2-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 232,DVAU Passenger Alarm status Car7-Mw2-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 233,DVAU Passenger Alarm status Car7-Mw2-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 234,DVAU Passenger Alarm status Car7-Mw2-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 235,DVAU Passenger Alarm status Car7-Mw2-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 236,DVAU Passenger Alarm status Car8-Te2-1,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 237,DVAU Passenger Alarm status Car8-Te2-2,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 238,DVAU Passenger Alarm status Car8-Te2-3,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 239,DVAU Passenger Alarm status Car8-Te2-4,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 240,DVAU Passenger Alarm status Car8-Te2-5,"0,0:Not activated","0,1:Activated","1,1:Conversing",Status Data,,,,,,,,,
COM 241,DVAU-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 242,DVAU-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 243,PACU-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 244,PACU-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 245,PACU-3,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 246,PACU-4,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 247,PACU-5,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 248,PACU-6,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 249,PACU-7,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 250,PACU-8,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 251,ICP-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 252,ICP-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 253,PAD11(PAD-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 254,PAD12(PAD-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 255,PAD13(PAD-1-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 256,PAD14(PAD-1-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 257,PAD15(PAD-1-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 258,PAD21(PAD-2-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 259,PAD22(PAD-2-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 260,PAD23(PAD-2-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 261,PAD24(PAD-2-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 262,PAD25(PAD-2-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 263,PAD31(PAD-3-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 264,PAD32(PAD-3-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 265,PAD33(PAD-3-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 266,PAD34(PAD-3-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 267,PAD35(PAD-3-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 268,PAD41(PAD-4-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 269,PAD42(PAD-4-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 270,PAD43(PAD-4-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 271,PAD44(PAD-4-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 272,PAD45(PAD-4-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 273,PAD51(PAD-5-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 274,PAD52(PAD-5-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 275,PAD53(PAD-5-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 276,PAD54(PAD-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 277,PAD55(PAD-5-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 278,PAD61(PAD-6-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 279,PAD62(PAD-6-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 280,PAD63(PAD-6-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 281,PAD64(PAD-6-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 282,PAD65(PAD-6-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 283,PAD71(PAD-7-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 284,PAD72(PAD-7-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 285,PAD73(PAD-7-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 286,PAD74(PAD-7-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 287,PAD75(PAD-7-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 288,PAD81(PAD-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 289,PAD82(PAD-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 290,PAD83(PAD-8-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 291,PAD84(PAD-8-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 292,PAD85(PAD-8-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 293,AMP11(PACU1-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 294,AMP12(PACU1-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 295,AMP21(PACU2-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 296,AMP22(PACU2-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 297,AMP31(PACU3-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 298,AMP32(PACU3-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 299,AMP41(PACU4-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 300,AMP42(PACU4-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 301,AMP51(PACU5-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 302,AMP52(PACU5-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 303,AMP61(PACU6-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 304,AMP62(PACU6-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 305,AMP71(PACU7-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 306,AMP72(PACU7-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 307,AMP81(PACU8-AMP-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 308,AMP82(PACU8-AMP-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 309,SPEAKER11(SPEAKER-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 310,SPEAKER12(SPEAKER-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 311,SPEAKER13(SPEAKER-1-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 312,SPEAKER14(SPEAKER-1-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 313,SPEAKER15(SPEAKER-1-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 314,SPEAKER16(SPEAKER-1-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 315,SPEAKER17(SPEAKER-1-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 316,SPEAKER18(SPEAKER-1-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 317,SPEAKER19(SPEAKER-1-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 318,SPEAKER11-(SPEAKER-1-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 319,SPEAKER21(SPEAKER-2-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 320,SPEAKER22(SPEAKER-2-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 321,SPEAKER23(SPEAKER-2-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 322,SPEAKER24(SPEAKER-2-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 323,SPEAKER25(SPEAKER-2-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 324,SPEAKER26(SPEAKER-2-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 325,SPEAKER27(SPEAKER-2-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 326,SPEAKER28(SPEAKER-2-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 327,SPEAKER29(SPEAKER-2-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 328,SPEAKER210(SPEAKER-2-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 329,SPEAKER31(SPEAKER-3-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 330,SPEAKER32(SPEAKER-3-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 331,SPEAKER33(SPEAKER-3-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 332,SPEAKER34(SPEAKER-3-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 333,SPEAKER35(SPEAKER-3-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 334,SPEAKER36(SPEAKER-3-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 335,SPEAKER37(SPEAKER-3-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 336,SPEAKER38(SPEAKER-3-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 337,SPEAKER39(SPEAKER-3-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 338,SPEAKER310(SPEAKER-3-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 339,SPEAKER41(SPEAKER-4-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 340,SPEAKER42(SPEAKER-4-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 341,SPEAKER43(SPEAKER-4-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 342,SPEAKER44(SPEAKER-4-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 343,SPEAKER45(SPEAKER-4-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 344,SPEAKER46(SPEAKER-4-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 345,SPEAKER47(SPEAKER-4-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 346,SPEAKER48(SPEAKER-4-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 347,SPEAKER49(SPEAKER-4-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 348,SPEAKER410(SPEAKER-4-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 349,SPEAKER51(SPEAKER-5-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 350,SPEAKER52(SPEAKER-5-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 351,SPEAKER53(SPEAKER-5-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 352,SPEAKER54(SPEAKER-5-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 353,SPEAKER55(SPEAKER-5-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 354,SPEAKER56(SPEAKER-5-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 355,SPEAKER57(SPEAKER-5-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 356,SPEAKER58(SPEAKER-5-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 357,SPEAKER59(SPEAKER-5-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 358,SPEAKER510(SPEAKER-5-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 359,SPEAKER61(SPEAKER-6-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 360,SPEAKER62(SPEAKER-6-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 361,SPEAKER63(SPEAKER-6-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 362,SPEAKER64(SPEAKER-6-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 363,SPEAKER65(SPEAKER-6-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 364,SPEAKER66(SPEAKER-6-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 365,SPEAKER67(SPEAKER-6-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 366,SPEAKER68(SPEAKER-6-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 367,SPEAKER69(SPEAKER-6-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 368,SPEAKER610(SPEAKER-6-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 369,SPEAKER71(SPEAKER-7-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 370,SPEAKER72(SPEAKER-7-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 371,SPEAKER73(SPEAKER-7-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 372,SPEAKER74(SPEAKER-7-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 373,SPEAKER75(SPEAKER-7-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 374,SPEAKER76(SPEAKER-7-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 375,SPEAKER77(SPEAKER-7-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 376,SPEAKER78(SPEAKER-7-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 377,SPEAKER79(SPEAKER-7-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 378,SPEAKER710(SPEAKER-7-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 379,SPEAKER81(SPEAKER-8-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 380,SPEAKER82(SPEAKER-8-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 381,SPEAKER83(SPEAKER-8-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 382,SPEAKER84(SPEAKER-8-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 383,SPEAKER85(SPEAKER-8-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 384,SPEAKER86(SPEAKER-8-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 385,SPEAKER87(SPEAKER-8-7),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 386,SPEAKER88(SPEAKER-8-8),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 387,SPEAKER89(SPEAKER-8-9),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 388,SPEAKER810(SPEAKER-8-10),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 389,ICP confirmation(All call),1:control by ICP,0:control by TMS,,Status Data,,,,,,,,,
COM 390,Emergency call to OCC,1:OCC connected,0:OCC not connected,,Status Data,,,,,,,,,
COM 391,Emergency reset from OCC,,,,Status Data,,,,,,,,,
COM 392,ICP fault,1:fault,0:normal,,Status Data,,,,,,,,,
COM 450,VBC transmission fault,1:fault,0:normal,,Status Data,,,,,,,,,
COM 451,VBC-1,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 452,VBC-2,1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 453,EID1(EID-1-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 454,EID2(EID-1-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 455,EID3(EID-1-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 456,EID4(EID-1-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 457,EID5(EID-1-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 458,EID6(EID-1-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 459,EID21(EID-2-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 460,EID22(EID-2-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 461,EID23(EID-2-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 462,EID24(EID-2-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 463,EID25(EID-2-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 464,EID26(EID-2-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 465,EID31(EID-3-1),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 466,EID32(EID-3-2),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 467,EID33(EID-3-3),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 468,EID34(EID-3-4),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 469,EID35(EID-3-5),1:ERR,0:not ERR,,Status Data,,,,,,,,,
COM 470,EID36(EID-3-6),1:ERR,0:not ERR,,Status Data,,,,,,,,,
